,title,text,date
52,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
53,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
54,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
55,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
56,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
57,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
58,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
59,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
60,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
61,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
62,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
63,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
64,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
65,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
66,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
67,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
68,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
69,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
70,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
71,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
72,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
73,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
74,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
75,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
76,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
77,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
78,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
79,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
80,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
81,2022 대규모 OCR 인공지능 학습데이터 해커톤,"06.(일) - 주최 : 과학기술정보통신부, 한국지능정보사회진흥원 - 주관 : (주)엔에치엔다이퀘스트 컨소시엄 ● 참가대상 - 인공지능, 학습용 데이터...",2022.10.28.
